ApplicantID,PastRelevantExperience,YearsOfRelevantExperience,HighestEducationLevel,YearOfBirth,Hired
104755,False,0,High School,2005,False
104756,True,1,High School,2007,False
104757,False,0,Master,1996,False
104758,True,4,Bachelor,2004,False
104759,True,2,Bachelor,2003,False
104760,True,2,Associate Degree,2003,False
104761,True,4,Associate Degree,1993,False
104762,False,0,Bachelor,1999,False
104763,True,1,Associate Degree,2003,False
104764,False,0,Associate Degree,2004,False
104765,False,0,Bachelor,1996,False
104766,True,2,High School,2006,False
104767,False,0,Bachelor,1987,False
104768,False,0,High School,2007,False
104769,True,3,Bachelor,2003,False
104770,False,0,High School,2002,False
104771,True,2,Master,2004,False
104772,False,0,High School,2001,False
104773,True,1,Associate Degree,2003,False
104774,True,1,High School,2006,False
104775,False,0,High School,2004,False
104776,False,0,High School,2003,False
104777,False,0,High School,2003,False
104778,False,0,Bachelor,1997,False
104779,True,3,Bachelor,2004,False
104780,True,3,Associate Degree,1997,False
104781,False,0,Associate Degree,1998,False
104782,True,2,High School,2007,False
104783,True,2,Associate Degree,2003,False
104784,False,0,Associate Degree,2003,False
104785,True,4,Bachelor,2003,False
104786,True,4,PhD,1996,False
104787,False,0,Associate Degree,2003,False
104788,False,0,Associate Degree,2001,False
104789,True,2,High School,2007,True
104790,True,4,High School,2005,False
104791,True,4,High School,2005,True
104792,False,0,Associate Degree,2004,False
104793,False,0,Associate Degree,2006,False
104794,True,3,Associate Degree,2006,False
104795,True,3,Bachelor,2006,False
104796,False,0,Associate Degree,1996,False
104797,True,1,High School,2004,False
104798,True,2,Bachelor,1996,False
104799,False,0,High School,1996,False
104800,True,2,High School,1999,True
104801,True,1,Bachelor,2002,False
104802,True,4,Bachelor,2003,False
104803,True,1,Bachelor,2001,False
104804,True,4,PhD,2004,True
104805,True,5,High School,2004,False
104806,True,2,Bachelor,2002,False
104807,False,0,Bachelor,2004,False
104808,True,3,Associate Degree,1998,True
104809,False,0,Associate Degree,2001,False
104810,False,0,Associate Degree,2004,False
104811,True,1,Associate Degree,2002,False
104812,True,1,Bachelor,1991,False
104813,True,1,High School,2006,False
104814,False,0,Bachelor,2002,False
104815,True,5,Associate Degree,1992,True
104816,True,1,High School,2005,False
104817,True,8,Bachelor,1997,False
104818,False,0,Bachelor,1992,False
104819,False,0,Bachelor,1987,False
104820,True,2,High School,2006,False
104821,False,0,High School,2005,False
104822,False,0,Bachelor,2002,False
104823,True,2,Bachelor,1997,False
104824,True,2,Bachelor,1995,False
104825,True,1,Associate Degree,2005,False
104826,False,0,Associate Degree,2001,False
104827,True,2,Bachelor,2005,False
104828,False,0,Bachelor,2003,False
104829,True,3,Associate Degree,1987,True
104830,True,2,Associate Degree,2005,False
104831,True,3,Bachelor,2002,False
104832,True,7,Bachelor,2001,True
104833,True,3,High School,2006,False
104834,False,0,High School,2007,False
104835,True,1,High School,2007,False
104836,True,1,Associate Degree,1999,False
104837,True,2,High School,2007,False
104838,True,2,Bachelor,2005,False
104839,False,0,High School,2006,False
104840,True,2,High School,2007,False
104841,False,0,High School,2006,False
104842,False,0,Associate Degree,2005,False
104843,False,0,Bachelor,1998,False
104844,False,0,High School,2007,False
104845,True,4,Associate Degree,2002,False
104846,True,2,High School,2002,False
104847,False,0,High School,2004,False
104848,False,0,High School,2003,False
104849,True,5,Bachelor,2002,True
104850,False,0,Associate Degree,2003,False
104851,True,2,Associate Degree,2002,False
104852,True,3,Associate Degree,2006,False
104853,True,3,Master,2003,False
104854,True,2,Associate Degree,1986,True
104855,False,0,High School,2007,False
104856,True,1,High School,2006,False
104857,False,0,Bachelor,1993,False
104858,False,0,High School,1996,False
104859,True,1,High School,1998,False
104860,True,4,High School,2003,False
104861,True,6,Bachelor,2003,False
104862,True,5,Bachelor,2004,True
104863,True,1,Associate Degree,2002,False
104864,False,0,High School,1998,False
104865,True,4,High School,1999,False
104866,True,8,Associate Degree,1994,True
104867,True,1,High School,2006,False
104868,False,0,Master,2002,False
104869,True,6,Bachelor,2003,False
104870,True,2,Associate Degree,2000,False
104871,False,0,Associate Degree,2001,False
104872,False,0,Associate Degree,2006,False
104873,True,2,Bachelor,2003,True
104874,True,1,High School,1996,False
104875,True,1,Associate Degree,2006,False
104876,True,1,Associate Degree,1995,False
104877,False,0,Master,1995,False
104878,False,0,High School,2007,False
104879,False,0,Bachelor,1999,False
104880,True,2,Associate Degree,2004,False
104881,False,0,Associate Degree,2002,False
104882,False,0,Associate Degree,2005,False
104883,True,7,Bachelor,1996,False
104884,False,0,Associate Degree,2000,False
104885,True,3,Associate Degree,2005,False
104886,False,0,High School,2004,False
104887,False,0,High School,1999,False
104888,True,3,High School,1998,False
104889,True,1,Associate Degree,2002,False
104890,True,3,Bachelor,2006,False
104891,False,0,Associate Degree,1997,False
104892,True,1,High School,2008,False
104893,False,0,Bachelor,1999,False
104894,False,0,Associate Degree,2004,False
104895,True,1,High School,1997,False
104896,True,3,High School,2006,False
104897,True,1,Associate Degree,2004,False
104898,True,3,Master,1995,True
104899,False,0,Bachelor,1991,False
104900,True,3,Bachelor,1992,False
104901,True,5,High School,1998,False
104902,True,2,High School,2004,False
104903,True,1,High School,2003,False
104904,True,1,Associate Degree,2006,False
104905,True,2,Bachelor,1999,False
104906,True,1,Associate Degree,2005,False
104907,False,0,High School,2003,False
104908,True,2,High School,1992,False
104909,True,4,Bachelor,2004,False
104910,True,1,High School,2008,False
104911,False,0,Bachelor,2000,False
104912,True,2,Bachelor,2002,True
104913,True,5,Bachelor,2004,False
104914,True,1,Associate Degree,1992,False
104915,False,0,Bachelor,1997,False
104916,True,1,Master,1999,False
104917,False,0,High School,2001,False
104918,True,1,Associate Degree,2003,False
104919,False,0,Associate Degree,2003,False
104920,True,3,High School,2006,False
104921,True,6,High School,2001,False
104922,True,3,Associate Degree,2004,True
104923,False,0,High School,2005,False
104924,True,5,Bachelor,1997,False
104925,True,8,Associate Degree,1992,False
104926,False,0,High School,2003,False
104927,False,0,High School,2002,False
104928,True,3,High School,2000,True
104929,False,0,High School,2006,False
104930,False,0,High School,2000,False
104931,True,5,Associate Degree,2003,False
104932,False,0,High School,2006,False
104933,True,1,Associate Degree,2003,False
104934,True,2,Associate Degree,1998,False
104935,False,0,High School,2006,False
104936,True,3,Associate Degree,2004,False
104937,True,2,High School,2007,False
104938,True,3,High School,2000,False
104939,False,0,High School,2006,False
104940,False,0,Associate Degree,2002,False
104941,True,1,Bachelor,1981,False
104942,False,0,Master,2000,False
104943,False,0,Bachelor,2004,False
104944,False,0,Bachelor,1996,False
104945,False,0,Bachelor,2004,False
104946,True,1,Associate Degree,2005,False
104947,True,3,Associate Degree,1997,False
104948,False,0,High School,1998,False
104949,True,3,High School,2006,False
104950,False,0,High School,1998,False
104951,False,0,Associate Degree,2005,True
104952,True,6,Master,1998,False
104953,True,1,High School,2001,False
104954,True,7,Bachelor,2002,False
104955,True,2,Associate Degree,2003,False
104956,True,2,High School,2006,False
104957,False,0,Associate Degree,1998,False
104958,True,1,Associate Degree,2003,False
104959,True,3,Associate Degree,2006,False
104960,True,4,Bachelor,2003,True
104961,True,1,High School,2007,False
104962,True,3,High School,1993,False
104963,True,2,Associate Degree,2002,False
104964,True,1,High School,2003,False
104965,True,2,Bachelor,1996,False
104966,True,2,Associate Degree,1997,False
104967,True,1,High School,1998,False
104968,True,2,High School,2006,False
104969,True,1,Associate Degree,2005,False
104970,True,2,Associate Degree,2001,False
104971,True,7,Associate Degree,2002,True
104972,True,5,Bachelor,2004,False
104973,False,0,High School,2005,False
104974,True,2,High School,2005,False
104975,True,2,High School,2007,False
104976,True,1,High School,2007,False
104977,True,3,High School,1996,False
104978,True,3,Associate Degree,2002,False
104979,False,0,High School,2003,False
104980,False,0,Associate Degree,2006,False
104981,True,1,Associate Degree,1995,False
104982,True,2,Bachelor,1999,True
104983,False,0,Bachelor,2003,False
104984,False,0,High School,1994,False
104985,False,0,High School,1992,False
104986,False,0,Bachelor,1996,False
104987,False,0,Bachelor,2002,False
104988,True,1,Associate Degree,2004,False
104989,True,1,High School,2002,False
104990,False,0,Bachelor,2000,False
104991,False,0,High School,2005,False
104992,False,0,Associate Degree,2000,False
104993,False,0,Master,2001,False
104994,False,0,Associate Degree,1988,False
104995,False,0,High School,1997,False
104996,False,0,High School,1997,False
104997,True,8,Associate Degree,1999,False
104998,True,3,Associate Degree,2006,False
104999,True,1,High School,2006,False
105000,True,1,Bachelor,1996,False
105001,False,0,High School,2007,False
105002,False,0,High School,1999,False
105003,True,2,High School,2000,False
105004,True,1,Associate Degree,1999,True
105005,False,0,Bachelor,1993,False
105006,False,0,Associate Degree,2002,False
105007,False,0,Associate Degree,2002,False
105008,True,1,Bachelor,1987,False
105009,True,1,Bachelor,1996,False
105010,True,1,High School,2008,False
105011,False,0,Associate Degree,2005,False
105012,False,0,High School,1997,False
105013,True,1,High School,2005,False
105014,False,0,Associate Degree,2001,False
105015,True,1,Bachelor,1983,False
105016,True,5,Bachelor,2004,False
105017,True,4,Associate Degree,2005,False
105018,False,0,Associate Degree,2002,False
105019,True,2,Associate Degree,2005,False
105020,True,2,Bachelor,1989,True
105021,True,1,High School,2008,False
105022,False,0,Bachelor,2002,False
105023,True,2,Associate Degree,2000,False
105024,True,1,Bachelor,2003,False
105025,True,1,High School,1998,False
105026,True,2,High School,2007,False
105027,False,0,Associate Degree,1995,False
105028,False,0,High School,2007,False
105029,True,3,High School,2006,False
105030,True,4,Associate Degree,1994,False
105031,False,0,High School,2005,False
105032,False,0,High School,2005,False
105033,True,1,Master,1992,False
105034,False,0,Associate Degree,2006,False
105035,True,1,High School,2006,False
105036,False,0,Bachelor,1997,False
105037,True,2,High School,2005,False
105038,False,0,Associate Degree,1996,False
105039,True,5,Associate Degree,1998,False
105040,True,2,Associate Degree,2000,False
105041,True,1,Associate Degree,2003,False
105042,True,3,High School,2005,False
105043,False,0,Bachelor,2004,False
105044,True,1,Bachelor,2003,False
105045,True,1,Associate Degree,1994,False
105046,False,0,High School,2004,False
105047,False,0,Associate Degree,1999,False
105048,True,5,Associate Degree,1989,False
105049,False,0,High School,2006,False
105050,False,0,Associate Degree,2005,False
105051,True,4,High School,2005,True
105052,True,1,Associate Degree,1993,False
105053,True,4,Associate Degree,1992,False
105054,False,0,Associate Degree,2003,False
105055,True,1,Master,2004,True
105056,False,0,High School,2000,False
105057,True,4,Associate Degree,1996,False
105058,True,4,Bachelor,2004,True
105059,True,1,High School,2005,False
105060,False,0,Bachelor,2003,False
105061,True,5,Bachelor,2000,False
105062,True,3,High School,1996,False
105063,False,0,Associate Degree,2001,False
105064,True,7,Associate Degree,2001,False
105065,False,0,High School,2003,False
105066,False,0,Associate Degree,2000,False
105067,False,0,High School,2002,False
105068,False,0,High School,2003,False
105069,False,0,Associate Degree,2006,False
105070,False,0,Associate Degree,2001,False
105071,True,5,Associate Degree,1999,True
105072,False,0,Associate Degree,2003,False
105073,True,2,Bachelor,2003,True
105074,True,5,Associate Degree,2000,True
105075,False,0,High School,2005,False
105076,True,7,Bachelor,2002,False
105077,False,0,Bachelor,2002,False
105078,True,2,Associate Degree,1998,False
105079,False,0,High School,2004,False
105080,True,1,High School,2005,False
105081,True,3,Associate Degree,1994,False
105082,True,2,Bachelor,2004,True
105083,True,1,Bachelor,2004,False
105084,False,0,High School,2007,False
105085,True,4,Master,1999,True
105086,False,0,Bachelor,1997,False
105087,True,2,High School,2003,False
105088,True,3,High School,1997,False
105089,True,1,High School,2008,False
105090,True,1,High School,2005,False
105091,True,2,Bachelor,2004,False
105092,True,4,Bachelor,2005,True
105093,True,1,Associate Degree,1988,False
105094,False,0,Associate Degree,2005,False
105095,True,1,Bachelor,1997,False
105096,True,5,Master,2004,False
105097,True,7,Associate Degree,2002,False
105098,False,0,Associate Degree,2006,False
105099,True,4,High School,1997,False
105100,True,1,Associate Degree,2001,False
105101,False,0,Bachelor,2000,False
105102,False,0,Bachelor,1996,False
105103,True,2,Associate Degree,1987,False
105104,True,3,Bachelor,2002,True
105105,False,0,Bachelor,2001,False
105106,False,0,Bachelor,2000,False
105107,False,0,Bachelor,2005,False
105108,True,3,High School,1990,True
105109,True,2,High School,2007,False
105110,True,3,Bachelor,2004,False
105111,True,3,Bachelor,2003,False
105112,True,7,Associate Degree,1997,False
105113,False,0,Associate Degree,2004,False
105114,False,0,Associate Degree,1994,False
105115,False,0,Associate Degree,1994,False
105116,False,0,Bachelor,1998,False
105117,True,1,High School,2007,False
105118,True,3,High School,2006,False
105119,False,0,Bachelor,2003,False
105120,False,0,High School,2007,False
105121,True,8,Bachelor,1996,False
105122,False,0,Associate Degree,1996,False
105123,True,2,Associate Degree,2005,True
105124,False,0,Associate Degree,2002,False
105125,True,5,High School,1995,False
105126,False,0,High School,2005,False
105127,False,0,Bachelor,1999,True
105128,False,0,Bachelor,1999,False
105129,True,2,High School,2007,False
105130,False,0,High School,2004,False
105131,True,9,Bachelor,2000,True
105132,False,0,Bachelor,2000,False
105133,True,4,High School,2001,False
105134,True,4,Bachelor,2005,False
105135,True,2,High School,2005,True
105136,False,0,Bachelor,1999,False
105137,False,0,High School,2008,False
105138,True,2,Associate Degree,2004,False
105139,True,5,High School,2003,False
105140,True,1,Associate Degree,1996,True
105141,True,6,High School,2002,False
105142,False,0,High School,2004,False
105143,True,1,High School,2007,False
105144,True,5,High School,1999,False
105145,False,0,High School,2008,False
105146,False,0,High School,2004,False
105147,True,5,High School,2003,False
105148,True,3,High School,2005,False
105149,False,0,High School,2002,False
105150,False,0,Associate Degree,2001,False
105151,False,0,High School,2001,False
105152,True,2,Associate Degree,2003,False
105153,True,2,High School,2007,False
105154,False,0,High School,2001,False
105155,True,7,Bachelor,1994,False
105156,True,10,Bachelor,1999,False
105157,True,3,Bachelor,1995,False
105158,False,0,Bachelor,1995,False
105159,True,2,High School,2003,False
105160,False,0,Associate Degree,2004,False
105161,False,0,High School,2005,False
105162,True,1,Bachelor,2002,False
105163,False,0,Bachelor,2001,False
105164,True,1,Associate Degree,1997,False
105165,False,0,Bachelor,2004,False
105166,False,0,Bachelor,1989,False
105167,True,2,High School,2007,False
105168,False,0,Associate Degree,2005,False
105169,True,2,High School,2007,False
105170,True,2,High School,2007,False
105171,False,0,High School,2005,False
105172,False,0,High School,1994,False
105173,False,0,Bachelor,2003,False
105174,True,3,High School,2003,True
105175,False,0,High School,1994,False
105176,True,1,High School,2004,False
105177,True,8,Bachelor,1996,False
105178,False,0,Bachelor,2004,False
105179,True,7,Associate Degree,2002,False
105180,True,2,High School,2007,False
105181,True,3,High School,2005,False
105182,True,5,Master,1999,False
105183,True,5,Bachelor,2001,True
105184,True,4,High School,2005,False
105185,True,2,Associate Degree,2001,False
105186,True,2,Bachelor,2001,False
105187,True,3,Bachelor,2001,True
105188,False,0,Bachelor,2003,False
105189,False,0,High School,1993,False
105190,False,0,Associate Degree,1998,False
105191,True,2,High School,2000,False
105192,True,1,High School,2008,False
105193,False,0,High School,2007,False
105194,True,2,Master,2000,True
105195,False,0,Associate Degree,2004,False
105196,False,0,Associate Degree,2005,False
105197,True,2,Bachelor,2004,False
105198,True,3,Bachelor,2006,True
105199,True,4,Associate Degree,1999,False
105200,False,0,Associate Degree,1999,False
105201,True,2,Bachelor,1988,False
105202,True,5,Associate Degree,1999,False
105203,True,2,Associate Degree,2002,False
105204,True,1,Associate Degree,2005,True
105205,False,0,Bachelor,2004,False
105206,False,0,High School,2006,False
105207,True,2,Bachelor,2000,True
105208,True,2,High School,2000,True
105209,False,0,Master,1997,True
105210,True,2,High School,1996,False
105211,False,0,Bachelor,1995,False
105212,True,6,High School,2000,False
105213,False,0,High School,2001,False
105214,False,0,Bachelor,2001,False
105215,True,1,Bachelor,1999,False
105216,True,1,Associate Degree,2004,False
105217,False,0,Associate Degree,2004,False
105218,False,0,Associate Degree,2006,False
105219,False,0,High School,2005,False
105220,False,0,High School,2006,False
105221,False,0,High School,2007,False
105222,False,0,High School,2007,False
105223,True,5,Bachelor,2002,False
105224,False,0,Associate Degree,2000,False
105225,True,1,High School,1985,False
105226,False,0,Bachelor,2000,False
105227,True,4,High School,1999,True
105228,False,0,Bachelor,1995,False
105229,True,3,Bachelor,1999,True
105230,True,1,Bachelor,1998,False
105231,True,2,Associate Degree,2003,False
105232,False,0,Associate Degree,1999,False
105233,True,3,Bachelor,1989,True
105234,False,0,High School,2007,False
105235,True,2,High School,2007,False
105236,False,0,Associate Degree,1998,False
105237,True,1,Associate Degree,1998,False
105238,False,0,High School,2007,False
105239,False,0,Bachelor,2004,True
105240,False,0,Associate Degree,1997,False
105241,False,0,High School,2002,False
105242,False,0,PhD,2003,False
105243,True,2,Bachelor,1999,False
105244,True,2,Bachelor,1989,False
105245,True,3,Associate Degree,2006,False
105246,False,0,Bachelor,1996,False
105247,False,0,Bachelor,2000,False
105248,True,1,High School,2006,False
105249,True,1,Associate Degree,2006,False
105250,False,0,Bachelor,2003,False
105251,False,0,High School,2006,False
105252,True,1,Master,2003,True
105253,False,0,Associate Degree,2004,False
105254,True,2,Associate Degree,1991,False
105255,False,0,Associate Degree,2006,False
105256,True,2,Bachelor,2002,True
105257,True,1,High School,1996,False
105258,False,0,Bachelor,2000,False
105259,False,0,Bachelor,2001,False
105260,True,8,Bachelor,2001,True
105261,True,1,Associate Degree,1996,False
105262,False,0,High School,1999,False
105263,True,2,Bachelor,2000,False
105264,False,0,Associate Degree,2005,True
105265,True,5,High School,1990,False
105266,False,0,Master,2000,False
105267,True,1,High School,2004,False
105268,True,1,High School,2006,False
105269,True,2,High School,1993,False
105270,True,2,Bachelor,1996,True
105271,True,4,Associate Degree,2005,False
105272,True,4,Bachelor,1995,False
105273,True,2,High School,2000,False
105274,False,0,Associate Degree,1996,False
105275,False,0,Master,2002,False
105276,False,0,Associate Degree,1997,False
105277,False,0,Bachelor,2000,False
105278,False,0,High School,2002,False
105279,False,0,High School,2007,False
105280,True,3,High School,2005,False
105281,False,0,High School,2005,False
105282,True,3,High School,2006,False
105283,False,0,Associate Degree,2006,False
105284,False,0,High School,2006,False
105285,True,3,Master,2004,False
105286,False,0,High School,2007,False
105287,True,3,Associate Degree,2005,False
105288,False,0,Bachelor,1996,False
105289,True,1,Bachelor,2006,False
105290,True,2,High School,2004,False
105291,True,1,Associate Degree,2002,False
105292,False,0,Associate Degree,2005,False
105293,True,7,Bachelor,2002,False
105294,False,0,High School,2008,False
105295,True,1,High School,2005,False
105296,True,7,Bachelor,1998,True
105297,True,1,High School,2005,False
105298,True,1,Master,1999,True
105299,True,4,Associate Degree,1998,False
105300,False,0,High School,2005,False
105301,True,2,Associate Degree,2000,False
105302,False,0,Associate Degree,2006,False
105303,False,0,High School,2007,False
105304,False,0,High School,2006,False
105305,False,0,Associate Degree,2001,False
105306,True,1,Bachelor,2004,False
105307,True,1,High School,2007,False
105308,True,4,Bachelor,1994,False
105309,True,2,Associate Degree,2001,False
105310,True,1,High School,2006,False
105311,True,1,Associate Degree,1994,False
105312,True,1,Bachelor,2003,False
105313,False,0,High School,2007,False
105314,True,2,Bachelor,1995,False
105315,False,0,Associate Degree,2001,False
105316,False,0,High School,2001,False
105317,True,2,Master,1991,True
105318,False,0,High School,1994,False
105319,True,1,High School,1999,True
105320,True,2,High School,2005,False
105321,True,9,Associate Degree,2000,False
105322,False,0,High School,2006,False
105323,True,1,High School,2007,False
105324,True,3,High School,2002,False
105325,True,2,Associate Degree,1993,True
105326,True,1,Associate Degree,2006,False
105327,True,4,Bachelor,2000,False
105328,True,2,Bachelor,1995,True
105329,True,1,Associate Degree,2002,False
105330,True,2,Bachelor,1999,False
105331,True,1,High School,2005,False
105332,True,1,Associate Degree,2000,False
105333,True,4,Bachelor,1996,True
105334,True,1,High School,1992,False
105335,True,3,Master,1995,False
105336,True,4,High School,2003,False
105337,True,1,Associate Degree,2006,False
105338,False,0,Associate Degree,2001,True
105339,True,3,High School,2005,False
105340,True,1,High School,2005,False
105341,False,0,PhD,2004,False
105342,True,2,High School,2004,False
105343,False,0,Bachelor,1999,False
105344,False,0,High School,2008,False
105345,True,1,Associate Degree,2003,False
105346,False,0,Bachelor,2002,False
105347,True,2,High School,2007,False
105348,True,3,Associate Degree,1996,True
105349,True,5,Associate Degree,2004,False
105350,False,0,Bachelor,2002,False
105351,True,1,High School,2008,False
105352,True,1,Associate Degree,2006,False
105353,True,1,Master,2003,True
105354,False,0,Bachelor,2003,False
105355,False,0,Associate Degree,2003,False
105356,True,8,Bachelor,1997,False
105357,True,2,Associate Degree,2003,False
105358,True,1,Associate Degree,2003,False
105359,True,3,Bachelor,2001,False
105360,False,0,Bachelor,2006,False
105361,False,0,High School,2003,False
105362,False,0,Associate Degree,2004,False
105363,True,1,High School,2002,False
105364,True,1,Associate Degree,2006,False
105365,True,2,Master,2003,True
105366,True,2,High School,2001,False
105367,False,0,High School,2000,False
105368,True,4,Bachelor,1999,False
105369,False,0,High School,1997,False
105370,True,3,Bachelor,2003,True
105371,True,1,Bachelor,2003,False
105372,True,2,Associate Degree,2003,False
105373,True,2,Bachelor,2005,False
105374,False,0,Bachelor,2002,False
105375,False,0,Bachelor,1993,False
105376,True,3,Associate Degree,2002,False
105377,True,3,High School,1996,True
105378,False,0,High School,2000,False
105379,False,0,Associate Degree,2001,False
105380,False,0,Bachelor,1995,False
105381,True,1,High School,2006,False
105382,False,0,High School,2007,False
105383,True,3,PhD,1993,False
105384,True,1,Bachelor,2000,False
105385,False,0,Associate Degree,2004,False
105386,True,3,Associate Degree,2000,False
105387,True,1,Bachelor,2005,False
105388,False,0,Bachelor,2004,False
105389,True,2,Associate Degree,2004,False
105390,True,1,Bachelor,2004,False
105391,True,4,Associate Degree,2005,True
105392,True,2,PhD,1997,False
105393,True,2,Bachelor,1995,False
105394,True,2,Associate Degree,1999,False
105395,False,0,Master,2001,False
105396,True,2,Bachelor,2000,False
105397,True,1,High School,2007,False
105398,False,0,Associate Degree,2003,False
105399,True,2,Bachelor,2004,True
105400,True,2,Associate Degree,2000,False
105401,True,1,High School,2006,False
105402,True,2,Associate Degree,2003,False
105403,True,1,High School,2008,False
105404,False,0,High School,2007,False
105405,True,2,High School,2005,False
105406,True,5,High School,2004,False
105407,True,4,High School,1996,False
105408,False,0,High School,2005,False
105409,False,0,Associate Degree,2006,False
105410,True,1,Associate Degree,2000,False
105411,False,0,High School,2005,False
105412,True,2,High School,2007,False
105413,True,7,Bachelor,2002,False
105414,False,0,Bachelor,1999,False
105415,True,4,High School,2002,True
105416,False,0,High School,2000,False
105417,True,2,Bachelor,2003,False
105418,True,1,Associate Degree,2006,False
105419,True,2,Bachelor,2006,False
105420,True,1,Bachelor,1995,False
105421,True,2,High School,2007,False
105422,False,0,High School,2007,False
105423,True,7,Master,2001,True
105424,True,4,Associate Degree,2000,False
105425,True,2,High School,2001,False
105426,True,1,Associate Degree,2004,False
105427,True,1,High School,2008,False
105428,False,0,Associate Degree,2004,False
105429,True,5,Bachelor,2001,False
105430,False,0,High School,2007,False
105431,True,3,Associate Degree,2002,False
105432,False,0,Associate Degree,1998,False
105433,True,1,Bachelor,1993,False
105434,True,2,High School,2007,False
105435,True,2,High School,2002,False
105436,True,1,Associate Degree,2000,False
105437,True,1,High School,2008,False
105438,True,2,Associate Degree,2004,False
105439,False,0,Associate Degree,2004,False
105440,False,0,High School,2004,False
105441,True,1,Bachelor,2001,False
105442,False,0,Associate Degree,2001,False
105443,True,3,Bachelor,2006,False
105444,True,5,Bachelor,2002,True
105445,False,0,Bachelor,2000,False
105446,False,0,Master,1988,False
105447,True,1,High School,2006,False
105448,False,0,Bachelor,2004,False
105449,False,0,High School,2007,False
105450,False,0,High School,2007,False
105451,True,3,High School,2000,False
105452,True,1,Bachelor,2001,False
105453,True,4,Associate Degree,1996,False
105454,False,0,Associate Degree,2005,False
105455,True,2,High School,1990,False
105456,False,0,Associate Degree,2005,False
105457,False,0,High School,2004,False
105458,True,1,Associate Degree,2005,False
105459,False,0,Associate Degree,2001,False
105460,False,0,Bachelor,2006,False
105461,True,2,Bachelor,1991,False
105462,False,0,High School,2006,False
105463,True,1,High School,2008,False
105464,True,1,Bachelor,1996,False
105465,True,1,Associate Degree,1997,False
105466,True,2,Bachelor,1999,True
105467,True,1,Associate Degree,2004,False
105468,True,1,High School,2006,False
105469,True,4,Bachelor,1998,False
105470,True,1,Associate Degree,2006,False
105471,False,0,High School,2003,False
105472,True,1,High School,2005,False
105473,False,0,Master,1998,False
105474,False,0,Bachelor,2002,False
105475,False,0,High School,2003,False
105476,False,0,Associate Degree,2005,False
105477,False,0,Associate Degree,1999,False
105478,True,2,Associate Degree,2003,False
105479,False,0,Bachelor,2002,False
105480,True,1,Associate Degree,1998,False
105481,True,1,Associate Degree,2002,False
105482,False,0,High School,1999,False
105483,True,4,Bachelor,2001,False
105484,True,1,Associate Degree,2006,False
105485,False,0,Associate Degree,2005,False
105486,True,3,High School,2006,True
105487,True,2,Associate Degree,1999,False
105488,True,1,Associate Degree,2002,False
105489,True,1,Bachelor,1995,False
105490,False,0,Associate Degree,2000,False
105491,True,1,Bachelor,1997,False
105492,True,1,Associate Degree,2002,False
105493,False,0,Associate Degree,1997,False
105494,False,0,High School,2004,False
105495,True,2,High School,1992,False
105496,True,1,Associate Degree,2005,False
105497,False,0,Bachelor,2004,False
105498,False,0,Associate Degree,2000,False
105499,False,0,High School,2006,False
105500,True,3,High School,2004,False
105501,True,3,Bachelor,2003,False
105502,True,9,Associate Degree,1994,False
105503,False,0,High School,2001,False
105504,True,1,Bachelor,1999,False
105505,True,6,Associate Degree,1997,False
105506,False,0,Bachelor,2003,False
105507,True,2,High School,1995,False
105508,True,1,Master,2002,False
105509,False,0,High School,2007,False
105510,False,0,Bachelor,1991,False
105511,True,2,High School,2007,True
105512,False,0,High School,2004,False
105513,True,3,High School,2005,True
105514,True,1,Bachelor,1983,False
105515,True,1,Associate Degree,2004,False
105516,True,5,Bachelor,1999,False
105517,False,0,Associate Degree,2006,False
105518,False,0,Associate Degree,2006,False
105519,True,1,High School,2006,False
105520,False,0,High School,1998,False
105521,False,0,Bachelor,1994,False
105522,False,0,Bachelor,2000,False
105523,False,0,High School,2007,False
105524,False,0,Bachelor,2004,False
105525,False,0,Associate Degree,2003,False
105526,True,1,Bachelor,2000,False
105527,True,3,Bachelor,2006,True
105528,False,0,Associate Degree,2006,False
105529,True,1,High School,1999,False
105530,True,3,High School,2001,False
105531,False,0,Bachelor,1998,False
105532,True,1,High School,2008,False
105533,False,0,Bachelor,2000,False
105534,True,1,High School,1998,False
105535,True,3,Bachelor,1995,True
105536,True,8,Bachelor,2001,False
105537,True,2,Master,1996,False
105538,False,0,Associate Degree,2006,False
105539,True,4,Associate Degree,2005,False
105540,True,8,Associate Degree,2001,False
105541,True,3,Bachelor,2003,False
105542,True,5,Associate Degree,2003,False
105543,False,0,High School,1994,False
105544,True,5,Associate Degree,2004,False
105545,True,8,Master,2001,True
105546,True,1,Associate Degree,2003,False
105547,True,1,High School,2001,False
105548,True,2,High School,2007,False
105549,True,2,Associate Degree,2006,False
105550,False,0,Associate Degree,2004,False
105551,True,2,Associate Degree,2002,True
105552,True,1,High School,2008,False
105553,True,2,High School,1998,False
105554,True,4,High School,2005,False
105555,True,1,High School,2008,False
105556,False,0,Associate Degree,2002,False
105557,True,1,Bachelor,2006,False
105558,False,0,Associate Degree,2001,False
105559,False,0,High School,2004,False
105560,True,3,Associate Degree,1994,False
105561,True,1,Bachelor,2001,False
105562,True,1,Associate Degree,1998,False
105563,True,2,Bachelor,1994,False
105564,False,0,Associate Degree,2001,False
105565,True,4,Associate Degree,2000,False
105566,True,2,High School,2005,False
105567,True,5,High School,2004,True
105568,True,3,High School,1998,False
105569,False,0,Master,1996,False
105570,True,2,High School,1994,False
