EmployeeID,DateReviewed,PerformanceScore
5661,2025-01-06,94.03
5661,2025-04-06,94.63
5661,2025-07-05,95.79
5257,2023-05-17,83.98
5257,2023-08-15,90.69
5257,2023-11-13,91.84
5257,2024-02-11,89.9
5257,2024-05-11,72.5
5368,2023-02-19,85.35
5368,2023-05-20,83.9
5368,2023-08-18,81.16
5368,2023-11-16,77.63
5368,2024-02-14,73.39
5751,2024-04-24,87.66
5751,2024-07-23,94.29
5751,2024-10-21,91.48
5751,2025-01-19,81.05
5510,2022-01-13,91.06
5510,2022-04-13,88.94
5510,2022-07-12,89.34
5510,2022-10-10,86.92
5215,2023-02-11,84.14
5215,2023-05-12,83.14
5215,2023-08-10,77.38
5215,2023-11-08,70.62
5113,2023-12-02,78.13
5113,2024-03-01,84.2
5113,2024-05-30,78.9
5113,2024-08-28,77.56
5884,2021-05-30,100.0
5884,2021-08-28,99.39
5884,2021-11-26,100.0
5884,2022-02-24,86.26
5224,2024-12-02,81.71
5224,2025-03-02,78.5
5224,2025-05-31,86.81
5224,2025-08-29,74.12
5983,2021-06-17,94.18
5983,2021-09-15,91.69
5983,2021-12-14,86.68
5983,2022-03-14,79.77
5913,2021-08-19,82.84
5913,2021-11-17,80.31
5913,2022-02-15,69.3
5648,2022-02-16,90.17
5648,2022-05-17,82.74
5648,2022-08-15,80.48
5707,2024-09-29,84.68
5707,2024-12-28,81.64
5707,2025-03-28,78.2
5491,2024-04-14,100.0
5491,2024-07-13,98.13
5491,2024-10-11,91.72
5904,2022-01-14,79.24
5904,2022-04-14,75.11
5904,2022-07-13,70.3
5131,2023-11-10,74.77
5131,2024-02-08,81.78
5131,2024-05-08,75.25
5958,2022-02-10,79.52
5958,2022-05-11,83.59
5958,2022-08-09,77.06
5755,2024-10-13,89.79
5755,2025-01-11,92.22
5755,2025-04-11,85.37
5010,2021-11-10,78.7
5010,2022-02-08,80.53
5010,2022-05-09,71.51
5514,2021-09-13,87.96
5514,2021-12-12,92.72
5514,2022-03-12,81.56
5333,2025-05-29,86.69
5333,2025-08-27,84.21
6021,2023-05-10,100.0
6021,2023-08-08,90.15
5182,2024-05-29,73.0
5182,2024-08-27,71.75
5529,2021-08-08,85.44
5529,2021-11-06,83.27
5589,2023-07-03,82.44
5589,2023-10-01,71.8
5193,2022-09-25,79.05
5193,2022-12-24,70.76
6005,2021-05-12,91.13
6005,2021-08-10,90.26
5702,2024-01-15,83.71
5702,2024-04-14,79.4
6041,2024-02-14,87.44
6041,2024-05-14,78.08
6004,2022-12-08,80.78
6004,2023-03-08,76.53
5298,2022-05-07,90.4
5298,2022-08-05,80.22
5456,2022-03-18,83.15
5456,2022-06-16,76.3
5619,2022-11-30,98.73
5619,2023-02-28,88.69
5676,2025-08-24,87.94
5676,2025-11-22,84.62
5531,2023-10-10,94.8
5531,2024-01-08,82.7
5123,2024-10-30,95.76
5123,2025-01-28,89.21
5006,2023-03-04,86.32
5006,2023-06-02,77.92
5862,2024-01-05,82.49
5862,2024-04-04,73.92
5600,2022-07-26,85.01
5600,2022-10-24,83.11
6016,2023-01-26,73.05
5360,2024-06-25,81.86
5330,2023-05-04,96.76
5288,2022-06-12,69.34
5536,2022-07-25,83.51
5081,2022-01-21,86.33
5414,2021-10-24,62.86
5066,2024-02-09,74.63
5348,2022-09-08,91.14
5945,2025-09-08,66.65
5682,2022-12-18,74.26
5338,2023-02-20,75.17
5049,2024-06-26,62.09
5443,2024-06-25,58.68
5364,2024-03-06,67.96
6020,2025-06-27,79.16
5463,2022-02-12,72.73
5206,2024-07-21,87.56
5523,2024-07-19,89.1
5089,2021-11-10,77.78
5972,2023-05-31,75.88
5759,2021-04-12,67.19
5768,2022-11-15,75.25
5876,2025-11-19,82.56
5813,2022-09-20,88.54
5148,2023-05-09,82.12
5153,2022-01-27,72.14
5371,2024-10-10,80.78
5015,2023-04-03,73.5
5438,2024-08-04,79.94
6046,2023-11-25,60.92
5386,2024-02-29,71.69
5363,2023-06-02,66.6
5535,2023-04-30,94.03
5353,2021-10-05,93.88
5375,2021-10-05,89.46
5878,2021-10-11,82.28
5730,2023-07-30,77.08
5267,2021-06-15,73.34
5826,2021-05-23,89.75
5176,2025-05-22,67.69
5350,2022-10-31,66.35
5525,2025-10-15,79.2
5987,2021-05-28,82.59
5670,2025-11-24,77.45
5873,2022-08-19,86.99
5959,2025-06-10,71.13
5962,2024-05-02,75.69
5816,2023-05-05,71.13
5673,2024-07-13,78.74
5073,2025-06-13,65.3
5120,2024-11-08,66.45
5416,2024-11-06,74.64
5005,2025-05-10,81.58
5547,2022-02-07,63.78
5327,2024-07-12,72.93
6042,2023-04-24,61.47
5799,2023-08-04,81.97
5562,2021-10-10,59.58
5460,2021-09-11,63.29
5020,2025-06-01,64.98
5838,2025-04-28,86.74
5779,2024-01-21,60.58
5207,2025-10-21,74.66
5184,2022-04-09,74.91
5540,2024-09-09,76.4
5062,2024-10-13,73.27
5306,2024-03-27,73.18
5147,2023-02-28,67.69
5650,2024-08-25,71.5
5301,2022-08-31,74.26
5519,2024-05-10,68.41
5773,2024-12-28,81.47
5777,2024-01-15,78.67
5323,2024-10-01,73.4
6031,2021-08-18,85.07
5465,2022-04-25,75.13
5871,2022-05-17,66.25
5788,2022-12-23,84.03
5033,2025-12-16,90.51
5382,2026-01-24,78.57
5943,2021-04-23,80.67
5620,2023-08-05,69.68
5024,2022-12-29,77.69
5243,2023-06-29,59.44
5750,2025-01-29,73.06
